date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:38:00	4993/4993	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/slider/brand4.png	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/slider/brand4.png	(from https://bostamihtml.ibthemespro.com/aboutOne.html)
11:38:00	42191/42191	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/js/vendor/slick.js	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/js/vendor/slick.js	(from https://bostamihtml.ibthemespro.com/aboutOne.html)
11:38:01	298523/298523	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/js/vendor/jquary.min.js	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/js/vendor/jquary.min.js	(from https://bostamihtml.ibthemespro.com/aboutOne.html)
11:38:01	15209/15209	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Jul%202022%2011:11:40%20GMT	https://bostamihtml.ibthemespro.com/js/main.js	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/js/main.js	(from https://bostamihtml.ibthemespro.com/aboutOne.html)
11:38:01	105536/105536	---M--	200	added ('OK')	font/woff2	date:Fri,%2015%20Jul%202022%2010:38:56%20GMT	https://bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-brands-400.woff2	(from https://bostamihtml.ibthemespro.com/assets/fontaswesome/css/all.min.css)
11:38:02	23940/23940	---M--	200	added ('OK')	font/woff2	date:Fri,%2015%20Jul%202022%2010:38:56%20GMT	https://bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-regular-400.woff2	(from https://bostamihtml.ibthemespro.com/assets/fontaswesome/css/all.min.css)
11:38:02	181852/181852	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2015%20Jul%202022%2010:38:56%20GMT	https://bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-brands-400.ttf	(from https://bostamihtml.ibthemespro.com/assets/fontaswesome/css/all.min.css)
11:38:02	60520/60520	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2015%20Jul%202022%2010:38:56%20GMT	https://bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-regular-400.ttf	(from https://bostamihtml.ibthemespro.com/assets/fontaswesome/css/all.min.css)
11:38:02	154228/154228	---M--	200	added ('OK')	font/woff2	date:Fri,%2015%20Jul%202022%2010:38:56%20GMT	https://bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-solid-900.woff2	(from https://bostamihtml.ibthemespro.com/assets/fontaswesome/css/all.min.css)
11:38:03	4960/4960	---M--	200	added ('OK')	font/woff2	date:Fri,%2015%20Jul%202022%2010:38:56%20GMT	https://bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-v4compatibility.woff2	(from https://bostamihtml.ibthemespro.com/assets/fontaswesome/css/all.min.css)
11:38:03	388460/388460	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2015%20Jul%202022%2010:38:56%20GMT	https://bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-solid-900.ttf	(from https://bostamihtml.ibthemespro.com/assets/fontaswesome/css/all.min.css)
11:38:03	10556/10556	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2015%20Jul%202022%2010:38:56%20GMT	https://bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/assets/fontaswesome/webfonts/fa-v4compatibility.ttf	(from https://bostamihtml.ibthemespro.com/assets/fontaswesome/css/all.min.css)
11:38:03	117243/117243	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/background/bg.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/background/bg.jpg	(from https://bostamihtml.ibthemespro.com/css/tailwind.css)
11:38:03	6529/6529	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/icons/closelight.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/icons/closelight.jpg	(from https://bostamihtml.ibthemespro.com/css/tailwind.css)
11:38:04	48952/48952	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/background/previewbg.png	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/background/previewbg.png	(from https://bostamihtml.ibthemespro.com/css/tailwind.css)
11:38:04	186092/186092	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/background/bgtwo.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/background/bgtwo.jpg	(from https://bostamihtml.ibthemespro.com/css/tailwind.css)
11:38:05	958/958	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/icons/closeDark.png	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/icons/closeDark.png	(from https://bostamihtml.ibthemespro.com/css/tailwind.css)
11:38:05	235231/235231	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/background/bg-dark.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/background/bg-dark.jpg	(from https://bostamihtml.ibthemespro.com/css/tailwind.css)
11:38:05	2903/2903	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/preview/preview.png	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/preview/preview.png	(from https://bostamihtml.ibthemespro.com/)
11:38:06	95960/95960	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/preview/homeonedark.png	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/preview/homeonedark.png	(from https://bostamihtml.ibthemespro.com/)
11:38:06	65931/65931	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/preview/homeonelight.png	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/preview/homeonelight.png	(from https://bostamihtml.ibthemespro.com/)
11:38:06	11889/11889	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Jul%202022%2018:38:58%20GMT	https://bostamihtml.ibthemespro.com/homePage.html	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/homePage.html	(from https://bostamihtml.ibthemespro.com/)
11:38:07	45517/45517	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/preview/hometwodark.png	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/preview/hometwodark.png	(from https://bostamihtml.ibthemespro.com/)
11:38:07	186186/186186	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/preview/hometwolight.png	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/preview/hometwolight.png	(from https://bostamihtml.ibthemespro.com/)
11:38:07	3201/3201	---M-Z	200	added ('OK')	text/css	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/css/vendor/jquery.modal.min.css	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/css/vendor/jquery.modal.min.css	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:07	5611/5611	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/small/1.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/small/1.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:07	17569/17569	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/1.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/1.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:08	21161/21161	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/small/2.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/small/2.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:08	24917/24917	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/2.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/2.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:08	7823/7823	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/small/3.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/small/3.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:08	17382/17382	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/3.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/3.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:09	16382/16382	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/small/4.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/small/4.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:09	20274/20274	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/4.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/4.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:09	24931/24931	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/5.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/5.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:09	21101/21101	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/small/5.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/small/5.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:10	14456/14456	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/small/6.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/small/6.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:10	19789/19789	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/6.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/6.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:10	8680/8680	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/small/7.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/small/7.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:10	18806/18806	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/7.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/7.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:11	6186/6186	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/small/8.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/small/8.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:11	18502/18502	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/8.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/8.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:11	8214/8214	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/small/9.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/small/9.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:12	17436/17436	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/work_images/9.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/work_images/9.jpg	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:12	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d84%22	https://code.jquery.com/jquery-3.5.1.min.js	C:/My%20Web%20Sites/one/code.jquery.com/jquery-3.5.1.min.js	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:12	66624/66624	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2015%20Jul%202022%2014:13:16%20GMT	https://bostamihtml.ibthemespro.com/js/vendor/isotope.pkgd.min.js	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/js/vendor/isotope.pkgd.min.js	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:12	4957/4957	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/js/vendor/jquery.modal.min.js	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/js/vendor/jquery.modal.min.js	(from https://bostamihtml.ibthemespro.com/portfiloOne.html)
11:38:13	17776/17776	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/blog_images/small/1.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/blog_images/small/1.jpg	(from https://bostamihtml.ibthemespro.com/blogOne.html)
11:38:13	17900/17900	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/blog_images/small/2.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/blog_images/small/2.jpg	(from https://bostamihtml.ibthemespro.com/blogOne.html)
11:38:13	17908/17908	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/blog_images/small/4.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/blog_images/small/4.jpg	(from https://bostamihtml.ibthemespro.com/blogOne.html)
11:38:13	38788/38788	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/blog_images/small/3.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/blog_images/small/3.jpg	(from https://bostamihtml.ibthemespro.com/blogOne.html)
11:38:15	19789/19789	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/blog_images/1.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/blog_images/1.jpg	(from https://bostamihtml.ibthemespro.com/blogOne.html)
11:38:15	19635/19635	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/blog_images/2.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/blog_images/2.jpg	(from https://bostamihtml.ibthemespro.com/blogOne.html)
11:38:15	46126/46126	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/about/about.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/about/about.jpg	(from https://bostamihtml.ibthemespro.com/blogOne.html)
11:38:16	26769/26769	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/blog_images/3.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/blog_images/3.jpg	(from https://bostamihtml.ibthemespro.com/blogOne.html)
11:38:16	16928/16928	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/blog_images/4.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/blog_images/4.jpg	(from https://bostamihtml.ibthemespro.com/blogOne.html)
11:38:17	24702/24702	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/aboutTwo.html	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/aboutTwo.html	(from https://bostamihtml.ibthemespro.com/homePage.html)
